name,attack,classfication,defense,japanese_name,height_m,weight_kg,hp,speed,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,against_bug,base_egg_steps,base_happiness,base_total,capture_rate,against_dark,against_dragon,experience_growth,against_fairy,against_fire,against_electric,abilities,percentage_male,pokedex_number,sp_attack,sp_defense,against_flying,type1,type2,against_fight,generation,is_legendary
Wingull,30,Seagull Pokémon,30,Camomeキャモメ,0.6,9.5,40,85,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,5120,70,270,190,1.0,1.0,1000000,1.0,0.5,4.0,"['Keen Eye', 'Hydration', 'Rain Dish']",50.0,278,55,30,1.0,water,flying,0.5,3,0
Pelipper,50,Water Bird Pokémon,100,Pelipperペリッパー,1.2,28.0,60,65,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,5120,70,440,45,1.0,1.0,1000000,1.0,0.5,4.0,"['Keen Eye', 'Drizzle', 'Rain Dish']",50.0,279,95,70,1.0,water,flying,0.5,3,0
Ralts,25,Feeling Pokémon,25,Raltsラルトス,0.4,6.6,28,40,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,5120,35,198,235,1.0,0.0,1250000,1.0,1.0,1.0,"['Synchronize', 'Trace', 'Telepathy']",50.0,280,45,35,1.0,psychic,fairy,0.25,3,0
Kirlia,35,Emotion Pokémon,35,Kirliaキルリア,0.8,20.2,38,50,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,5120,35,278,120,1.0,0.0,1250000,1.0,1.0,1.0,"['Synchronize', 'Trace', 'Telepathy']",50.0,281,65,55,1.0,psychic,fairy,0.25,3,0
Gardevoir,85,Embrace Pokémon,65,Sirnightサーナイト,1.6,48.4,68,100,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,5120,35,618,45,1.0,0.0,1250000,1.0,1.0,1.0,"['Synchronize', 'Trace', 'Telepathy']",50.0,282,165,135,1.0,psychic,fairy,0.25,3,0
Surskit,30,Pond Skater Pokémon,32,Ametamaアメタマ,0.5,1.7,40,65,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,1.0,3840,70,269,200,1.0,1.0,1000000,1.0,1.0,2.0,"['Swift Swim', 'Rain Dish']",50.0,283,50,52,2.0,bug,water,0.5,3,0
Masquerain,60,Eyeball Pokémon,62,Amemothアメモース,0.8,3.6,70,80,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,0.5,3840,70,454,75,1.0,1.0,1000000,1.0,2.0,2.0,"['Intimidate', 'Unnerve']",50.0,284,100,82,2.0,bug,flying,0.25,3,0
Shroomish,40,Mushroom Pokémon,60,Kinococoキノココ,0.4,4.5,60,35,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,3840,70,295,255,1.0,1.0,1640000,1.0,2.0,0.5,"['Effect Spore', 'Poison Heal', 'Quick Feet']",50.0,285,40,60,2.0,grass,,1.0,3,0
Breloom,130,Mushroom Pokémon,80,Kinogassaキノガッサ,1.2,39.2,60,70,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,1.0,3840,70,460,90,0.5,1.0,1640000,2.0,2.0,0.5,"['Effect Spore', 'Poison Heal', 'Technician']",50.0,286,60,60,4.0,grass,fighting,1.0,3,0
Slakoth,60,Slacker Pokémon,60,Namakeroナマケロ,0.8,24.0,60,30,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3840,70,280,255,1.0,1.0,1250000,1.0,1.0,1.0,['Truant'],50.0,287,35,35,1.0,normal,,2.0,3,0
Vigoroth,80,Wild Monkey Pokémon,80,Yarukimonoヤルキモノ,1.4,46.5,80,90,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3840,70,440,120,1.0,1.0,1250000,1.0,1.0,1.0,['Vital Spirit'],50.0,288,55,55,1.0,normal,,2.0,3,0
Slaking,160,Lazy Pokémon,100,Kekkingケッキング,2.0,130.5,150,100,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3840,70,670,45,1.0,1.0,1250000,1.0,1.0,1.0,['Truant'],50.0,289,95,65,1.0,normal,,2.0,3,0
Nincada,45,Trainee Pokémon,90,Tutininツチニン,0.5,5.5,31,40,1.0,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,3840,70,266,255,1.0,1.0,600000,1.0,2.0,0.0,"['Compoundeyes', 'Run Away']",50.0,290,30,30,2.0,bug,ground,0.5,3,0
Ninjask,90,Ninja Pokémon,45,Tekkaninテッカニン,0.8,12.0,61,160,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,0.5,3840,70,456,120,1.0,1.0,600000,1.0,2.0,2.0,"['Speed Boost', 'Infiltrator']",50.0,291,50,50,2.0,bug,flying,0.25,3,0
Shedinja,90,Shed Pokémon,45,Nukeninヌケニン,0.8,1.2,1,40,2.0,0.5,0.5,1.0,0.0,0.5,1.0,2.0,1.0,1.0,0.5,3840,70,236,45,2.0,1.0,600000,1.0,2.0,1.0,['Wonder Guard'],,292,30,30,2.0,bug,ghost,0.0,3,0
Whismur,51,Whisper Pokémon,23,Gonyonyoゴニョニョ,0.6,16.3,64,28,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,70,240,190,1.0,1.0,1059860,1.0,1.0,1.0,"['Soundproof', 'Rattled']",50.0,293,51,23,1.0,normal,,2.0,3,0
Loudred,71,Big Voice Pokémon,43,Dogohmbドゴーム,1.0,40.5,84,48,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,70,360,120,1.0,1.0,1059860,1.0,1.0,1.0,"['Soundproof', 'Scrappy']",50.0,294,71,43,1.0,normal,,2.0,3,0
Exploud,91,Loud Noise Pokémon,63,Bakuongバクオング,1.5,84.0,104,68,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,70,490,45,1.0,1.0,1059860,1.0,1.0,1.0,"['Soundproof', 'Scrappy']",50.0,295,91,73,1.0,normal,,2.0,3,0
Makuhita,60,Guts Pokémon,30,Makunoshitaマクノシタ,1.0,86.4,72,25,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5,5120,70,237,180,0.5,1.0,1640000,2.0,1.0,1.0,"['Thick Fat', 'Guts', 'Sheer Force']",75.4,296,20,30,2.0,fighting,,1.0,3,0
Hariyama,120,Arm Thrust Pokémon,60,Hariteyamaハリテヤマ,2.3,253.8,144,50,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5,5120,70,474,200,0.5,1.0,1640000,2.0,1.0,1.0,"['Thick Fat', 'Guts', 'Sheer Force']",75.4,297,40,60,2.0,fighting,,1.0,3,0
Azurill,20,Polka Dot Pokémon,40,Ruririルリリ,0.2,2.0,50,20,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,2560,70,190,150,0.5,0.0,800000,1.0,1.0,1.0,"['Thick Fat', 'Huge Power', 'Sap Sipper']",24.6,298,20,40,1.0,normal,fairy,1.0,3,0
Nosepass,45,Compass Pokémon,135,Nosepassノズパス,1.0,97.0,30,30,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,1.0,5120,70,375,255,1.0,1.0,1000000,1.0,0.5,1.0,"['Sturdy', 'Magnet Pull', 'Sand Force']",50.0,299,45,90,0.5,rock,,2.0,3,0
Skitty,45,Kitten Pokémon,45,Enecoエネコ,0.6,11.0,50,50,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3840,70,260,255,1.0,1.0,800000,1.0,1.0,1.0,"['Cute Charm', 'Normalize', 'Wonder Skin ']",24.6,300,35,35,1.0,normal,,2.0,3,0
Delcatty,65,Prim Pokémon,65,Enekororoエネコロロ,1.1,32.6,70,90,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3840,70,400,60,1.0,1.0,800000,1.0,1.0,1.0,"['Cute Charm', 'Normalize', 'Wonder Skin ']",24.6,301,55,55,1.0,normal,,2.0,3,0
Sableye,85,Darkness Pokémon,125,Yamiramiヤミラミ,0.5,11.0,50,20,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,6400,35,480,45,1.0,1.0,1059860,2.0,1.0,1.0,"['Keen Eye', 'Stall', 'Prankster']",50.0,302,85,115,1.0,dark,ghost,0.0,3,0
Mawile,105,Deceiver Pokémon,125,Kucheatクチート,0.6,11.5,50,50,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.25,5120,70,480,45,0.5,0.0,800000,0.5,2.0,1.0,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",50.0,303,55,95,0.5,steel,fairy,1.0,3,0
Aron,70,Iron Armor Pokémon,100,Cokodoraココドラ,0.4,60.0,50,30,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,0.5,8960,35,330,180,1.0,0.5,1250000,0.5,1.0,1.0,"['Sturdy', 'Rock Head', 'Heavy Metal']",50.0,304,40,40,0.25,steel,rock,4.0,3,0
Lairon,90,Iron Armor Pokémon,140,Kodoraコドラ,0.9,120.0,60,40,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,0.5,8960,35,430,90,1.0,0.5,1250000,0.5,1.0,1.0,"['Sturdy', 'Rock Head', 'Heavy Metal']",50.0,305,50,50,0.25,steel,rock,4.0,3,0
Aggron,140,Iron Armor Pokémon,230,Bossgodoraボスゴドラ,2.1,360.0,70,50,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,0.5,8960,35,630,45,1.0,0.5,1250000,0.5,1.0,1.0,"['Sturdy', 'Rock Head', 'Heavy Metal']",50.0,306,60,80,0.25,steel,rock,4.0,3,0
Meditite,40,Meditate Pokémon,55,Asananアサナン,0.6,11.2,30,60,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5120,70,280,180,1.0,1.0,1000000,2.0,1.0,1.0,"['Pure Power', 'Telepathy']",50.0,307,40,55,2.0,fighting,psychic,0.5,3,0
Medicham,100,Meditate Pokémon,85,Charemチャーレム,1.3,31.5,60,100,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5120,70,510,90,1.0,1.0,1000000,2.0,1.0,1.0,"['Pure Power', 'Telepathy']",50.0,308,80,85,2.0,fighting,psychic,0.5,3,0
Electrike,45,Lightning Pokémon,40,Rakuraiラクライ,0.6,15.2,40,65,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,5120,70,295,120,1.0,1.0,1250000,1.0,1.0,0.5,"['Static', 'Lightningrod', 'Minus']",50.0,309,65,40,0.5,electric,,1.0,3,0
Manectric,75,Discharge Pokémon,80,Livoltライボルト,1.5,40.2,70,135,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,5120,70,575,45,1.0,1.0,1250000,1.0,1.0,0.5,"['Static', 'Lightningrod', 'Minus']",50.0,310,135,80,0.5,electric,,1.0,3,0
Plusle,50,Cheering Pokémon,40,Prasleプラスル,0.4,4.2,60,95,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,5120,70,405,200,1.0,1.0,1000000,1.0,1.0,0.5,"['Plus', 'Lightningrod']",50.0,311,85,75,0.5,electric,,1.0,3,0
Minun,40,Cheering Pokémon,50,Minunマイナン,0.4,4.2,60,95,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,5120,70,405,200,1.0,1.0,1000000,1.0,1.0,0.5,"['Minus', 'Volt Absorb']",50.0,312,75,85,0.5,electric,,1.0,3,0
Volbeat,73,Firefly Pokémon,75,Barubeatバルビート,0.7,17.7,65,85,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3840,70,430,150,1.0,1.0,600000,1.0,2.0,1.0,"['Illuminate', 'Swarm', 'Prankster']",100.0,313,47,85,2.0,bug,,0.5,3,0
Illumise,47,Firefly Pokémon,75,Illumiseイルミーゼ,0.6,17.7,65,85,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3840,70,430,150,1.0,1.0,1640000,1.0,2.0,1.0,"['Oblivious', 'Tinted Lens', 'Prankster']",0.0,314,73,85,2.0,bug,,0.5,3,0
Roselia,60,Thorn Pokémon,45,Roseliaロゼリア,0.3,2.0,50,65,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,5120,70,400,150,1.0,1.0,1059860,0.5,2.0,0.5,"['Natural Cure', 'Poison Point', 'Leaf Guard']",50.0,315,100,80,2.0,grass,poison,0.5,3,0
Gulpin,43,Stomach Pokémon,53,Gokulinゴクリン,0.4,10.3,70,40,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,5120,70,302,225,1.0,1.0,1640000,0.5,1.0,1.0,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",50.0,316,43,53,1.0,poison,,0.5,3,0
Swalot,73,Poison Bag Pokémon,83,Marunoomマルノーム,1.7,80.0,100,55,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,5120,70,467,75,1.0,1.0,1640000,0.5,1.0,1.0,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",50.0,317,73,83,1.0,poison,,0.5,3,0
Carvanha,90,Savage Pokémon,20,Kibanhaキバニア,0.8,20.8,45,65,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,2.0,5120,35,305,225,0.5,1.0,1250000,2.0,0.5,2.0,"['Rough Skin', 'Speed Boost']",50.0,318,65,20,1.0,water,dark,2.0,3,0
Sharpedo,140,Brutal Pokémon,70,Samehaderサメハダー,1.8,88.8,70,105,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,2.0,5120,35,560,60,0.5,1.0,1250000,2.0,0.5,2.0,"['Rough Skin', 'Speed Boost']",50.0,319,110,65,1.0,water,dark,2.0,3,0
Wailmer,70,Ball Whale Pokémon,35,Hoerukoホエルコ,2.0,130.0,130,60,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,10240,70,400,125,1.0,1.0,1640000,1.0,0.5,2.0,"['Water Veil', 'Oblivious', 'Pressure']",50.0,320,70,35,1.0,water,,1.0,3,0
Wailord,90,Float Whale Pokémon,45,Whalohホエルオー,14.5,398.0,170,60,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,10240,70,500,60,1.0,1.0,1640000,1.0,0.5,2.0,"['Water Veil', 'Oblivious', 'Pressure']",50.0,321,90,45,1.0,water,,1.0,3,0
Numel,60,Numb Pokémon,40,Donmelドンメル,0.7,24.0,60,35,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,0.5,5120,70,305,255,1.0,1.0,1000000,0.5,0.5,0.0,"['Oblivious', 'Simple', 'Own Tempo']",50.0,322,65,45,1.0,fire,ground,1.0,3,0
Camerupt,120,Eruption Pokémon,100,Bakuudaバクーダ,1.9,220.0,70,20,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,0.5,5120,70,560,150,1.0,1.0,1000000,0.5,0.5,0.0,"['Magma Armor', 'Solid Rock', 'Anger Point']",50.0,323,145,105,1.0,fire,ground,1.0,3,0
Torkoal,85,Coal Pokémon,140,Cotoiseコータス,0.5,80.4,70,20,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.5,5120,70,470,90,1.0,1.0,1000000,0.5,0.5,1.0,"['White Smoke', 'Drought', 'Shell Armor']",50.0,324,85,70,1.0,fire,,1.0,3,0
Spoink,25,Bounce Pokémon,35,Banebooバネブー,0.7,30.6,60,60,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,5120,70,330,255,2.0,1.0,800000,1.0,1.0,1.0,"['Thick Fat', 'Own Tempo', 'Gluttony']",50.0,325,70,80,1.0,psychic,,0.5,3,0
Grumpig,45,Manipulate Pokémon,65,Boopigブーピッグ,0.9,71.5,80,80,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,5120,70,470,60,2.0,1.0,800000,1.0,1.0,1.0,"['Thick Fat', 'Own Tempo', 'Gluttony']",50.0,326,90,110,1.0,psychic,,0.5,3,0
Spinda,60,Spot Panda Pokémon,60,Patcheelパッチール,1.1,5.0,60,60,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3840,70,360,255,1.0,1.0,800000,1.0,1.0,1.0,"['Own Tempo', 'Tangled Feet', 'Contrary']",50.0,327,60,60,1.0,normal,,2.0,3,0
Trapinch,100,Ant Pit Pokémon,45,Nuckrarナックラー,0.7,15.0,45,10,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,1.0,5120,70,290,255,1.0,1.0,1059860,1.0,1.0,0.0,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",50.0,328,45,45,1.0,ground,,1.0,3,0
Vibrava,70,Vibration Pokémon,50,Vibravaビブラーバ,1.1,15.3,50,70,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,5120,70,340,120,1.0,2.0,1059860,2.0,0.5,0.0,['Levitate'],50.0,329,50,50,1.0,ground,dragon,1.0,3,0
Flygon,100,Mystic Pokémon,80,Flygonフライゴン,2.0,82.0,80,100,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,5120,70,520,45,1.0,2.0,1059860,2.0,0.5,0.0,['Levitate'],50.0,330,80,80,1.0,ground,dragon,1.0,3,0
Cacnea,85,Cactus Pokémon,40,Saboneaサボネア,0.4,51.3,50,35,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,5120,35,335,190,1.0,1.0,1059860,1.0,2.0,0.5,"['Sand Veil', 'Water Absorb']",50.0,331,85,40,2.0,grass,,1.0,3,0
Cacturne,115,Scarecrow Pokémon,60,Noctusノクタス,1.3,77.4,70,55,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,4.0,5120,35,475,60,0.5,1.0,1059860,2.0,2.0,0.5,"['Sand Veil', 'Water Absorb']",50.0,332,115,60,2.0,grass,dark,2.0,3,0
Swablu,40,Cotton Bird Pokémon,60,Tylttoチルット,0.4,1.2,45,50,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,5120,70,310,255,1.0,1.0,600000,1.0,1.0,2.0,"['Natural Cure', 'Cloud Nine']",50.0,333,40,75,1.0,normal,flying,1.0,3,0
Altaria,110,Humming Pokémon,110,Tyltalisチルタリス,1.1,20.6,75,80,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,5120,70,590,45,1.0,2.0,600000,2.0,0.5,1.0,"['Natural Cure', 'Cloud Nine']",50.0,334,110,105,1.0,dragon,flying,0.5,3,0
Zangoose,115,Cat Ferret Pokémon,60,Zangooseザングース,1.3,40.3,73,90,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,70,458,90,1.0,1.0,600000,1.0,1.0,1.0,"['Immunity', 'Toxic Boost']",50.0,335,60,60,1.0,normal,,2.0,3,0
Seviper,100,Fang Snake Pokémon,60,Habunakeハブネーク,2.7,52.5,73,65,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,5120,70,458,90,1.0,1.0,1640000,0.5,1.0,1.0,"['Shed Skin', 'Infiltrator']",50.0,336,100,60,1.0,poison,,0.5,3,0
Lunatone,55,Meteorite Pokémon,65,Lunatoneルナトーン,1.0,168.0,90,70,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,2.0,6400,70,460,45,2.0,1.0,800000,1.0,0.5,1.0,['Levitate'],,337,95,85,0.5,rock,psychic,1.0,3,0
Solrock,95,Meteorite Pokémon,85,Solrockソルロック,1.2,154.0,90,70,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,2.0,6400,70,460,45,2.0,1.0,800000,1.0,0.5,1.0,['Levitate'],,338,55,65,0.5,rock,psychic,1.0,3,0
Barboach,48,Whiskers Pokémon,43,Dojoachドジョッチ,0.4,1.9,50,60,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,5120,70,288,190,1.0,1.0,1000000,1.0,0.5,0.0,"['Oblivious', 'Anticipation', 'Hydration']",50.0,339,46,41,1.0,water,ground,1.0,3,0
Whiscash,78,Whiskers Pokémon,73,Namazunナマズン,0.9,23.6,110,60,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,5120,70,468,75,1.0,1.0,1000000,1.0,0.5,0.0,"['Oblivious', 'Anticipation', 'Hydration']",50.0,340,76,71,1.0,water,ground,1.0,3,0
Corphish,80,Ruffian Pokémon,65,Heiganiヘイガニ,0.6,11.5,43,35,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,3840,70,308,205,1.0,1.0,1640000,1.0,0.5,2.0,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",50.0,341,50,35,1.0,water,,1.0,3,0
Crawdaunt,120,Rogue Pokémon,85,Shizarigerシザリガー,1.1,32.8,63,55,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,2.0,3840,70,468,155,0.5,1.0,1640000,2.0,0.5,2.0,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",50.0,342,90,55,1.0,water,dark,2.0,3,0
Baltoy,40,Clay Doll Pokémon,55,Yajilonヤジロン,0.5,21.5,40,55,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,5120,70,300,255,2.0,1.0,1000000,1.0,1.0,0.0,['Levitate'],,343,40,70,1.0,ground,psychic,0.5,3,0
Claydol,70,Clay Doll Pokémon,105,Nendollネンドール,1.5,108.0,60,75,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,5120,70,500,90,2.0,1.0,1000000,1.0,1.0,0.0,['Levitate'],,344,70,120,1.0,ground,psychic,0.5,3,0
Lileep,41,Sea Lily Pokémon,77,Lilylaリリーラ,1.0,23.8,66,23,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,2.0,7680,70,355,45,1.0,1.0,600000,1.0,1.0,0.5,"['Suction Cups', 'Storm Drain']",88.1,345,61,87,1.0,rock,grass,2.0,3,0
Cradily,81,Barnacle Pokémon,97,Yuradleユレイドル,1.5,60.4,86,43,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,2.0,7680,70,495,45,1.0,1.0,600000,1.0,1.0,0.5,"['Suction Cups', 'Storm Drain']",88.1,346,81,107,1.0,rock,grass,2.0,3,0
Anorith,95,Old Shrimp Pokémon,50,Anopthアノプス,0.7,12.5,45,75,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,1.0,7680,70,355,45,1.0,1.0,600000,1.0,1.0,1.0,"['Battle Armor', 'Swift Swim']",88.1,347,40,50,1.0,rock,bug,1.0,3,0
Armaldo,125,Plate Pokémon,100,Armaldoアーマルド,1.5,68.2,75,45,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,1.0,7680,70,495,45,1.0,1.0,600000,1.0,1.0,1.0,"['Battle Armor', 'Swift Swim']",88.1,348,70,80,1.0,rock,bug,1.0,3,0
Feebas,15,Fish Pokémon,20,Hinbassヒンバス,0.6,7.4,20,80,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,5120,70,200,255,1.0,1.0,600000,1.0,0.5,2.0,"['Swift Swim', 'Oblivious', 'Adaptability']",50.0,349,10,55,1.0,water,,1.0,3,0
Milotic,60,Tender Pokémon,79,Milokarossミロカロス,6.2,162.0,95,81,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,5120,70,540,60,1.0,1.0,600000,1.0,0.5,2.0,"['Marvel Scale', 'Competitive', 'Cute Charm']",50.0,350,100,125,1.0,water,,1.0,3,0
Castform,70,Weather Pokémon,70,Powalenポワルン,0.3,0.8,70,70,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6400,70,420,45,1.0,1.0,1000000,1.0,1.0,1.0,['Forecast'],50.0,351,70,70,1.0,normal,,2.0,3,0
Kecleon,90,Color Swap Pokémon,70,Kakureonカクレオン,1.0,22.0,60,40,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,70,440,200,1.0,1.0,1059860,1.0,1.0,1.0,"['Color Change', 'Protean']",50.0,352,60,120,1.0,normal,,2.0,3,0
Shuppet,75,Puppet Pokémon,35,Kagebouzuカゲボウズ,0.6,2.3,44,45,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.5,6400,35,295,225,2.0,1.0,800000,1.0,1.0,1.0,"['Insomnia', 'Frisk', 'Cursed Body']",50.0,353,63,33,1.0,ghost,,0.0,3,0
Banette,165,Marionette Pokémon,75,Juppetaジュペッタ,1.1,12.5,64,75,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.5,6400,35,555,45,2.0,1.0,800000,1.0,1.0,1.0,"['Insomnia', 'Frisk', 'Cursed Body']",50.0,354,93,83,1.0,ghost,,0.0,3,0
Duskull,40,Requiem Pokémon,90,Yomawaruヨマワル,0.8,15.0,20,25,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.5,6400,35,295,190,2.0,1.0,800000,1.0,1.0,1.0,"['Levitate', 'Frisk']",50.0,355,30,90,1.0,ghost,,0.0,3,0
Dusclops,70,Beckon Pokémon,130,Samayouruサマヨール,1.6,30.6,40,25,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.5,6400,35,455,90,2.0,1.0,800000,1.0,1.0,1.0,"['Pressure', 'Frisk']",50.0,356,60,130,1.0,ghost,,0.0,3,0
Tropius,68,Fruit Pokémon,83,Tropiusトロピウス,2.0,100.0,99,51,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,6400,70,460,200,1.0,1.0,1250000,1.0,2.0,1.0,"['Chlorophyll', 'Solar Power', 'Harvest']",50.0,357,72,87,2.0,grass,flying,0.5,3,0
Chimecho,50,Wind Chime Pokémon,80,Chireanチリーン,0.6,1.0,75,65,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,6400,70,455,45,2.0,1.0,800000,1.0,1.0,1.0,['Levitate'],50.0,358,95,90,1.0,psychic,,0.5,3,0
Absol,150,Disaster Pokémon,60,Absolアブソル,1.2,47.0,65,115,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,6400,35,565,30,0.5,1.0,1059860,2.0,1.0,1.0,"['Pressure', 'Super Luck', 'Justified']",50.0,359,115,60,1.0,dark,,2.0,3,0
